relative_speed,drone_horizontal_turn_rate,step,drone_speed,drone_y_pos,heli_speed,drone_response_distance,is_violation
-231.73,20.0,520,66.0,4000.0,165.73,3000.0,0
-230.26999999999998,6.0,520,58.67,4000.0,171.6,3500.0,0
-230.26999999999998,8.0,520,58.67,4000.0,171.6,3500.0,0
-230.26999999999998,10.0,520,58.67,4000.0,171.6,3000.0,0
-230.26999999999998,12.0,520,58.67,4000.0,171.6,3000.0,0
-230.26999999999998,14.0,520,58.67,4000.0,171.6,3000.0,0
-230.26999999999998,16.0,520,58.67,4000.0,171.6,3000.0,0
-230.26999999999998,18.0,520,58.67,4000.0,171.6,3000.0,0
-230.26999999999998,20.0,520,58.67,4000.0,171.6,3000.0,0
-228.8,6.0,520,51.33,4500.0,177.47,4000.0,0
-228.8,8.0,520,51.33,4500.0,177.47,3500.0,0
-228.8,10.0,520,51.33,4500.0,177.47,3500.0,0
-228.8,12.0,520,51.33,4500.0,177.47,3000.0,0
-228.8,14.0,520,51.33,4500.0,177.47,3000.0,0
-228.8,16.0,520,51.33,4000.0,177.47,3000.0,0
-228.8,18.0,520,51.33,4000.0,177.47,3000.0,0
-228.8,20.0,520,51.33,4000.0,177.47,3000.0,0
-227.33,6.0,520,44.0,5000.0,183.33,4000.0,0
-227.33,8.0,520,44.0,4500.0,183.33,4000.0,0
-227.33,10.0,520,44.0,4500.0,183.33,3500.0,0
-227.33,12.0,520,44.0,4500.0,183.33,3500.0,0
-227.33,14.0,520,44.0,4500.0,183.33,3000.0,0
-227.33,16.0,520,44.0,4500.0,183.33,3000.0,0
-227.33,18.0,520,44.0,4500.0,183.33,3000.0,0
-227.33,20.0,520,44.0,4500.0,183.33,3000.0,0
-227.32999999999998,6.0,520,73.33,4000.0,154.0,3500.0,0
-227.32999999999998,8.0,520,73.33,4000.0,154.0,3000.0,0
-227.32999999999998,10.0,520,73.33,4000.0,154.0,3000.0,0
-227.32999999999998,12.0,520,73.33,4000.0,154.0,3000.0,0
-227.32999999999998,14.0,520,73.33,4000.0,154.0,3000.0,0
-227.32999999999998,16.0,520,73.33,4000.0,154.0,3000.0,0
-227.32999999999998,18.0,520,73.33,4000.0,154.0,3000.0,0
-227.32999999999998,20.0,520,73.33,4000.0,154.0,3000.0,0
-225.87,6.0,520,66.0,4000.0,159.87,3500.0,0
-225.87,8.0,520,66.0,4000.0,159.87,3000.0,0
-225.87,10.0,520,66.0,4000.0,159.87,3000.0,0
-225.87,12.0,520,66.0,4000.0,159.87,3000.0,0
-225.87,14.0,520,66.0,4000.0,159.87,3000.0,0
-225.87,16.0,520,66.0,4000.0,159.87,3000.0,0
-225.87,18.0,520,66.0,4000.0,159.87,3000.0,0
-225.87,20.0,520,66.0,4000.0,159.87,3000.0,0
-224.39999999999998,6.0,520,58.67,4000.0,165.73,3500.0,0
-224.39999999999998,8.0,520,58.67,4000.0,165.73,3500.0,0
-224.39999999999998,10.0,520,58.67,4000.0,165.73,3000.0,0
-224.39999999999998,12.0,520,58.67,4000.0,165.73,3000.0,0
-224.39999999999998,14.0,520,58.67,4000.0,165.73,3000.0,0
-224.39999999999998,16.0,520,58.67,4000.0,165.73,3000.0,0
-224.39999999999998,18.0,520,58.67,4000.0,165.73,3000.0,0
-224.39999999999998,20.0,520,58.67,4000.0,165.73,3000.0,0
-222.93,6.0,520,51.33,4500.0,171.6,4000.0,0
-222.93,8.0,520,51.33,4500.0,171.6,3500.0,0
-222.93,10.0,520,51.33,4500.0,171.6,3000.0,0
-222.93,12.0,520,51.33,4000.0,171.6,3000.0,0
-222.93,14.0,520,51.33,4000.0,171.6,3000.0,0
-222.93,16.0,520,51.33,4000.0,171.6,3000.0,0
-222.93,18.0,520,51.33,4000.0,171.6,3000.0,0
-222.93,20.0,520,51.33,4000.0,171.6,3000.0,0
-221.47,6.0,520,44.0,4500.0,177.47,4000.0,0
-221.47,8.0,520,44.0,4500.0,177.47,4000.0,0
-221.47,10.0,520,44.0,4500.0,177.47,3500.0,0
-221.47,12.0,520,44.0,4500.0,177.47,3500.0,0
-221.47,14.0,520,44.0,4500.0,177.47,3000.0,0
-221.47,16.0,520,44.0,4500.0,177.47,3000.0,0
-221.47,18.0,520,44.0,4500.0,177.47,3000.0,0
-221.47,20.0,520,44.0,4500.0,177.47,3000.0,0
-220.0,6.0,520,66.0,4000.0,154.0,3500.0,0
-220.0,8.0,520,66.0,4000.0,154.0,3000.0,0
-220.0,10.0,520,66.0,4000.0,154.0,3000.0,0
-220.0,12.0,520,66.0,4000.0,154.0,3000.0,0
-220.0,14.0,520,66.0,4000.0,154.0,3000.0,0
-220.0,16.0,520,66.0,4000.0,154.0,3000.0,0
-220.0,18.0,520,66.0,4000.0,154.0,3000.0,0
-220.0,20.0,520,66.0,4000.0,154.0,3000.0,0
-218.54000000000002,6.0,520,58.67,4000.0,159.87,3500.0,0
-218.54000000000002,8.0,520,58.67,4000.0,159.87,3000.0,0
-218.54000000000002,10.0,520,58.67,4000.0,159.87,3000.0,0
-218.54000000000002,12.0,520,58.67,4000.0,159.87,3000.0,0
-218.54000000000002,14.0,520,58.67,4000.0,159.87,3000.0,0
-218.54000000000002,16.0,520,58.67,4000.0,159.87,3000.0,0
-218.54000000000002,18.0,520,58.67,4000.0,159.87,3000.0,0
-218.54000000000002,20.0,520,58.67,4000.0,159.87,3000.0,0
-217.06,6.0,520,51.33,4500.0,165.73,4000.0,0
-217.06,8.0,520,51.33,4500.0,165.73,3500.0,0
-217.06,10.0,520,51.33,4000.0,165.73,3000.0,0
-217.06,12.0,520,51.33,4000.0,165.73,3000.0,0
-217.06,14.0,520,51.33,4000.0,165.73,3000.0,0
-217.06,16.0,520,51.33,4000.0,165.73,3000.0,0
-217.06,18.0,520,51.33,4000.0,165.73,3000.0,0
-217.06,20.0,520,51.33,4000.0,165.73,3000.0,0
-215.6,6.0,520,44.0,4500.0,171.6,4000.0,0
-215.6,8.0,520,44.0,4500.0,171.6,3500.0,0
-215.6,10.0,520,44.0,4500.0,171.6,3500.0,0
-215.6,12.0,520,44.0,4500.0,171.6,3500.0,0
-215.6,14.0,520,44.0,4500.0,171.6,3000.0,0
-215.6,16.0,520,44.0,4500.0,171.6,3000.0,0
-215.6,18.0,520,44.0,4500.0,171.6,3000.0,0
-215.6,20.0,520,44.0,4500.0,171.6,3000.0,0
-212.67000000000002,6.0,520,58.67,4000.0,154.0,3500.0,0
-212.67000000000002,8.0,520,58.67,4000.0,154.0,3000.0,0
-212.67000000000002,10.0,520,58.67,4000.0,154.0,3000.0,0
-212.67000000000002,12.0,520,58.67,4000.0,154.0,3000.0,0
-212.67000000000002,14.0,520,58.67,4000.0,154.0,3000.0,0
-212.67000000000002,16.0,520,58.67,4000.0,154.0,3000.0,0
-212.67000000000002,18.0,520,58.67,4000.0,154.0,3000.0,0
-212.67000000000002,20.0,520,58.67,4000.0,154.0,3000.0,0
-211.2,6.0,520,51.33,4500.0,159.87,3500.0,0
-211.2,8.0,520,51.33,4000.0,159.87,3000.0,0
-211.2,10.0,520,51.33,4000.0,159.87,3000.0,0
-211.2,12.0,520,51.33,4000.0,159.87,3000.0,0
-211.2,14.0,520,51.33,4000.0,159.87,3000.0,0
-211.2,16.0,520,51.33,4000.0,159.87,3000.0,0
-211.2,18.0,520,51.33,4000.0,159.87,3000.0,0
-211.2,20.0,520,51.33,4000.0,159.87,3000.0,0
-209.73,6.0,520,44.0,4500.0,165.73,4000.0,0
-209.73,8.0,520,44.0,4500.0,165.73,3500.0,0
-209.73,10.0,520,44.0,4500.0,165.73,3500.0,0
-209.73,12.0,520,44.0,4500.0,165.73,3000.0,0
-209.73,14.0,520,44.0,4500.0,165.73,3000.0,0
-209.73,16.0,520,44.0,4500.0,165.73,3000.0,0
-209.73,18.0,520,44.0,4500.0,165.73,3000.0,0
-209.73,20.0,520,44.0,4500.0,165.73,3000.0,0
-205.32999999999998,6.0,520,51.33,4000.0,154.0,3500.0,0
-205.32999999999998,8.0,520,51.33,4000.0,154.0,3000.0,0
-205.32999999999998,10.0,520,51.33,4000.0,154.0,3000.0,0
-205.32999999999998,12.0,520,51.33,4000.0,154.0,3000.0,0
-205.32999999999998,14.0,520,51.33,4000.0,154.0,3000.0,0
-205.32999999999998,16.0,520,51.33,4000.0,154.0,3000.0,0
-205.32999999999998,18.0,520,51.33,4000.0,154.0,3000.0,0
-205.32999999999998,20.0,520,51.33,4000.0,154.0,3000.0,0
-203.87,6.0,520,44.0,4500.0,159.87,4000.0,0
-203.87,8.0,520,44.0,4500.0,159.87,3500.0,0
-203.87,10.0,520,44.0,4500.0,159.87,3500.0,0
-203.87,12.0,520,44.0,4500.0,159.87,3000.0,0
-203.87,14.0,520,44.0,4500.0,159.87,3000.0,0
-203.87,16.0,520,44.0,4500.0,159.87,3000.0,0
-203.87,18.0,520,44.0,4500.0,159.87,3000.0,0
-203.87,20.0,520,44.0,4500.0,159.87,3000.0,0
-198.0,6.0,520,44.0,4500.0,154.0,4000.0,0
-198.0,8.0,520,44.0,4500.0,154.0,3500.0,0
-198.0,10.0,520,44.0,4500.0,154.0,3000.0,0
-198.0,12.0,520,44.0,4500.0,154.0,3000.0,0
-198.0,14.0,520,44.0,4500.0,154.0,3000.0,0
-198.0,16.0,520,44.0,4000.0,154.0,3000.0,0
-198.0,18.0,520,44.0,4000.0,154.0,3000.0,0
-198.0,20.0,520,44.0,4000.0,154.0,3000.0,0
