step,contactLevel,scenario,drone_direction,drone_horizontal_turn_angle,drone_horizontal_turn_rate,drone_response_distance,drone_speed,drone_x_pos,drone_y_pos,force_right_turn,heli_speed,min_dist
819,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,30.0000601818,11000.0,4500.0,1.0,100.000200606,1006.9828102833948
819,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,40.000080242399996,11000.0,4500.0,1.0,100.000200606,916.7967099400298
819,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,50.000100303,11000.0,4500.0,1.0,100.000200606,819.0522033019978
819,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,30.0000601818,11000.0,6000.0,1.0,100.000200606,577.704633817587
819,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,40.000080242399996,11000.0,6000.0,1.0,100.000200606,689.4685058515192
819,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,50.000100303,11000.0,6000.0,1.0,100.000200606,788.2570584187707
819,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,30.0000601818,11000.0,7500.0,1.0,100.000200606,1944.3727453859003
819,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,40.000080242399996,11000.0,7500.0,1.0,100.000200606,1991.3513283371287
819,none,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,50.000100303,11000.0,7500.0,1.0,100.000200606,2039.6860801650923
819,violation,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,30.0000601818,11000.0,4500.0,1.0,100.000200606,815.7243552901593
819,violation,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,40.000080242399996,11000.0,4500.0,1.0,100.000200606,640.7861602852844
819,violation,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,50.000100303,11000.0,4500.0,1.0,100.000200606,451.9965093470691
819,violation,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,30.0000601818,11000.0,6000.0,1.0,100.000200606,769.0289273799068
819,violation,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,40.000080242399996,11000.0,6000.0,1.0,100.000200606,965.407694429268
819,violation,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,50.000100303,11000.0,6000.0,1.0,100.000200606,1154.817531180762
819,none,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,30.0000601818,11000.0,7500.0,1.0,100.000200606,2133.6031446341444
819,none,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,40.000080242399996,11000.0,7500.0,1.0,100.000200606,2249.398616291497
819,none,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,50.000100303,11000.0,7500.0,1.0,100.000200606,2355.4323346378437
819,violation,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,30.0000601818,11000.0,4500.0,1.0,100.000200606,761.6630395152716
819,violation,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,40.000080242399996,11000.0,4500.0,1.0,100.000200606,563.3375562470098
819,violation,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,50.000100303,11000.0,4500.0,1.0,100.000200606,349.57356316061197
819,violation,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,30.0000601818,11000.0,6000.0,1.0,100.000200606,823.0036965868514
819,violation,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,40.000080242399996,11000.0,6000.0,1.0,100.000200606,1042.9367789001642
819,violation,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,50.000100303,11000.0,6000.0,1.0,100.000200606,1257.7408087361828
819,none,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,30.0000601818,11000.0,7500.0,1.0,100.000200606,2188.5259004692366
819,none,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,40.000080242399996,11000.0,7500.0,1.0,100.000200606,2328.891574475496
819,none,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,50.000100303,11000.0,7500.0,1.0,100.000200606,2461.6435807116063
728,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,30.0000601818,11000.0,4500.0,1.0,112.50022568175,1098.7733443613279
728,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,40.000080242399996,11000.0,4500.0,1.0,112.50022568175,1017.3072929527946
728,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,50.000100303,11000.0,4500.0,1.0,112.50022568175,933.8886293312602
728,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,30.0000601818,11000.0,6000.0,1.0,112.50022568175,506.79149419978023
728,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,40.000080242399996,11000.0,6000.0,1.0,112.50022568175,605.7279290094275
728,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,50.000100303,11000.0,6000.0,1.0,112.50022568175,670.4921609180016
728,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,30.0000601818,11000.0,7500.0,1.0,112.50022568175,1869.423702750385
728,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,40.000080242399996,11000.0,7500.0,1.0,112.50022568175,1922.058748840756
728,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,50.000100303,11000.0,7500.0,1.0,112.50022568175,1976.3513574429674
728,violation,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,30.0000601818,11000.0,4500.0,1.0,112.50022568175,913.8503712169932
728,violation,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,40.000080242399996,11000.0,4500.0,1.0,112.50022568175,751.1029121941953
728,violation,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,50.000100303,11000.0,4500.0,1.0,112.50022568175,580.5358163517232
728,violation,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,30.0000601818,11000.0,6000.0,1.0,112.50022568175,691.9339601679914
728,violation,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,40.000080242399996,11000.0,6000.0,1.0,112.50022568175,872.2182384458754
728,violation,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,50.000100303,11000.0,6000.0,1.0,112.50022568175,1022.2431430099176
728,none,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,30.0000601818,11000.0,7500.0,1.0,112.50022568175,2048.8913563406677
728,none,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,40.000080242399996,11000.0,7500.0,1.0,112.50022568175,2164.0212102022715
728,none,headOn,3.141592653589793,1.5707963267948966,13.0,3000.0,50.000100303,11000.0,7500.0,1.0,112.50022568175,2274.3266483139864
728,violation,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,30.0000601818,11000.0,4500.0,1.0,112.50022568175,860.7760568602473
728,violation,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,40.000080242399996,11000.0,4500.0,1.0,112.50022568175,675.1457588671626
728,violation,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,50.000100303,11000.0,4500.0,1.0,112.50022568175,480.125686919501
728,violation,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,30.0000601818,11000.0,6000.0,1.0,112.50022568175,744.7891370134848
728,violation,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,40.000080242399996,11000.0,6000.0,1.0,112.50022568175,947.9864597902049
728,violation,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,50.000100303,11000.0,6000.0,1.0,112.50022568175,1122.9701139024157
728,none,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,30.0000601818,11000.0,7500.0,1.0,112.50022568175,2102.569821342043
728,none,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,40.000080242399996,11000.0,7500.0,1.0,112.50022568175,2241.419278890166
728,none,headOn,3.141592653589793,1.5707963267948966,20.0,3000.0,50.000100303,11000.0,7500.0,1.0,112.50022568175,2377.5374669690855
655,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,30.0000601818,11000.0,4500.0,1.0,125.0002507575,1177.350196661473
655,violation,headOn,3.141592653589793,1.5707963267948966,6.000000000000001,3000.0,40.000080242399996,11000.0,4500.0,1.0,125.0002507575,1095.1370714915106
