step,contactLevel,scenario,drone_ascent_rate,drone_direction,drone_response_distance,drone_speed,drone_x_pos,drone_y_pos,heli_speed,min_dist
819,violation,headOn,8.0,3.141592653589793,3000.0,30.0000601818,11000.0,4500.0,100.000200606,1504.3204063961184
819,violation,headOn,8.0,3.141592653589793,3000.0,40.000080242399996,11000.0,4500.0,100.000200606,1503.5222004683014
819,violation,headOn,8.0,3.141592653589793,3000.0,50.000100303,11000.0,4500.0,100.000200606,1503.1202896735297
819,violation,headOn,8.0,3.141592653589793,3000.0,30.0000601818,11000.0,6000.0,100.000200606,135.61771945267583
819,violation,headOn,8.0,3.141592653589793,3000.0,40.000080242399996,11000.0,6000.0,100.000200606,125.30074319709513
819,violation,headOn,8.0,3.141592653589793,3000.0,50.000100303,11000.0,6000.0,100.000200606,118.41347035934565
819,violation,headOn,8.0,3.141592653589793,3000.0,30.0000601818,11000.0,7500.0,100.000200606,1505.2138698528693
819,violation,headOn,8.0,3.141592653589793,3000.0,40.000080242399996,11000.0,7500.0,100.000200606,1504.331616748779
819,violation,headOn,8.0,3.141592653589793,3000.0,50.000100303,11000.0,7500.0,100.000200606,1503.8261923032953
728,violation,headOn,8.0,3.141592653589793,3000.0,30.0000601818,11000.0,4500.0,112.50022568175,1503.4964122152353
728,violation,headOn,8.0,3.141592653589793,3000.0,40.000080242399996,11000.0,4500.0,112.50022568175,1502.96981012436
728,violation,headOn,8.0,3.141592653589793,3000.0,50.000100303,11000.0,4500.0,112.50022568175,1502.6776452602717
728,violation,headOn,8.0,3.141592653589793,3000.0,30.0000601818,11000.0,6000.0,112.50022568175,125.74752449489775
728,violation,headOn,8.0,3.141592653589793,3000.0,40.000080242399996,11000.0,6000.0,112.50022568175,116.80509034585405
728,violation,headOn,8.0,3.141592653589793,3000.0,50.000100303,11000.0,6000.0,112.50022568175,108.8265961144552
728,violation,headOn,8.0,3.141592653589793,3000.0,30.0000601818,11000.0,7500.0,112.50022568175,1504.1833168041453
728,violation,headOn,8.0,3.141592653589793,3000.0,40.000080242399996,11000.0,7500.0,112.50022568175,1503.6022978974954
728,violation,headOn,8.0,3.141592653589793,3000.0,50.000100303,11000.0,7500.0,112.50022568175,1503.2794919627606
