step,contactLevel,scenario,drone_ascent_rate,drone_direction,drone_response_distance,drone_speed,drone_x_pos,drone_y_pos,heli_speed,min_dist
819,none,noContact,8.0,1.5707963267948966,3000.0,30.0000601818,6000.0,20.0,100.000200606,
819,none,noContact,8.0,1.5707963267948966,3000.0,40.000080242399996,6000.0,20.0,100.000200606,
819,none,converging,8.0,1.5707963267948966,3000.0,50.000100303,6000.0,20.0,100.000200606,2720.6766031508632
819,violation,converging,8.0,1.5707963267948966,3000.0,30.0000601818,6000.0,3020.0,100.000200606,1185.6256665334633
819,violation,converging,8.0,1.5707963267948966,3000.0,40.000080242399996,6000.0,3020.0,100.000200606,610.5212758205607
819,violation,converging,8.0,1.5707963267948966,3000.0,50.000100303,6000.0,3020.0,100.000200606,154.48701397629938
819,violation,converging,8.0,1.5707963267948966,3000.0,30.0000601818,6000.0,6020.0,100.000200606,1703.7834956841261
819,none,converging,8.0,1.5707963267948966,3000.0,40.000080242399996,6000.0,6020.0,100.000200606,2199.984833520159
819,none,converging,8.0,1.5707963267948966,3000.0,50.000100303,6000.0,6020.0,100.000200606,2647.054678773936
819,none,noContact,8.0,1.5707963267948966,3000.0,30.0000601818,7000.0,20.0,100.000200606,
819,none,converging,8.0,1.5707963267948966,3000.0,40.000080242399996,7000.0,20.0,100.000200606,2999.298767425133
819,none,converging,8.0,1.5707963267948966,3000.0,50.000100303,7000.0,20.0,100.000200606,2277.039824334842
819,violation,converging,8.0,1.5707963267948966,3000.0,30.0000601818,7000.0,3020.0,100.000200606,902.7964555368453
819,violation,converging,8.0,1.5707963267948966,3000.0,40.000080242399996,7000.0,3020.0,100.000200606,269.87430572701766
819,violation,converging,8.0,1.5707963267948966,3000.0,50.000100303,7000.0,3020.0,100.000200606,433.15628870822667
819,violation,converging,8.0,1.5707963267948966,3000.0,30.0000601818,7000.0,6020.0,100.000200606,1990.4291169476608
819,none,converging,8.0,1.5707963267948966,3000.0,40.000080242399996,7000.0,6020.0,100.000200606,2571.5997159315466
