step,contactLevel,scenario,bounds_x,drone_direction,drone_horizontal_turn_angle,drone_horizontal_turn_rate,drone_response_distance,drone_speed,drone_x_pos,drone_y_pos,force_right_turn,heli_speed,min_dist
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3000.0,50.000100303,10000.0,7500.0,1.0,112.50022568175,253.9246626539306
1031,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,30.0000601818,10000.0,4500.0,1.0,112.50022568175,2108.828277598449
1031,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,40.000080242399996,10000.0,4500.0,1.0,112.50022568175,2277.5565578034975
1031,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,50.000100303,10000.0,4500.0,1.0,112.50022568175,2438.7833314708987
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,30.0000601818,10000.0,6000.0,1.0,112.50022568175,808.0038083531613
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,40.000080242399996,10000.0,6000.0,1.0,112.50022568175,1075.7969171297325
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,50.000100303,10000.0,6000.0,1.0,112.50022568175,1332.5759390644596
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,30.0000601818,10000.0,7500.0,1.0,112.50022568175,753.5505381163247
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,40.000080242399996,10000.0,7500.0,1.0,112.50022568175,508.6240950043585
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,50.000100303,10000.0,7500.0,1.0,112.50022568175,217.44727770899001
1031,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,30.0000601818,10000.0,4500.0,1.0,112.50022568175,2130.3619251571836
1031,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,40.000080242399996,10000.0,4500.0,1.0,112.50022568175,2298.2193192376453
1031,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,50.000100303,10000.0,4500.0,1.0,112.50022568175,2454.746347222083
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,30.0000601818,10000.0,6000.0,1.0,112.50022568175,830.6691054407944
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,40.000080242399996,10000.0,6000.0,1.0,112.50022568175,1098.6413459428506
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,50.000100303,10000.0,6000.0,1.0,112.50022568175,1352.0922310817457
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,30.0000601818,10000.0,7500.0,1.0,112.50022568175,730.9464311624866
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,40.000080242399996,10000.0,7500.0,1.0,112.50022568175,485.7512460675538
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,50.000100303,10000.0,7500.0,1.0,112.50022568175,197.37021575791815
928,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3000.0,30.0000601818,10000.0,4500.0,1.0,125.0002507575,1946.6007935484715
928,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3000.0,40.000080242399996,10000.0,4500.0,1.0,125.0002507575,2134.8689770978212
928,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3000.0,50.000100303,10000.0,4500.0,1.0,125.0002507575,2301.130554673237
928,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3000.0,30.0000601818,10000.0,6000.0,1.0,125.0002507575,631.3549194698377
928,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3000.0,40.000080242399996,10000.0,6000.0,1.0,125.0002507575,869.8173461292427
928,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3000.0,50.000100303,10000.0,6000.0,1.0,125.0002507575,1134.2948535392359
928,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3000.0,30.0000601818,10000.0,7500.0,1.0,125.0002507575,898.8427274816519
928,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3000.0,40.000080242399996,10000.0,7500.0,1.0,125.0002507575,680.4284236873124
928,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3000.0,50.000100303,10000.0,7500.0,1.0,125.0002507575,393.2884318442898
928,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,30.0000601818,10000.0,4500.0,1.0,125.0002507575,2018.4387120139743
928,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,40.000080242399996,10000.0,4500.0,1.0,125.0002507575,2205.255936757457
928,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,50.000100303,10000.0,4500.0,1.0,125.0002507575,2359.658317733726
928,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,30.0000601818,10000.0,6000.0,1.0,125.0002507575,702.0086330123734
928,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,40.000080242399996,10000.0,6000.0,1.0,125.0002507575,938.3974533551609
928,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,50.000100303,10000.0,6000.0,1.0,125.0002507575,1188.9208500255295
928,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,30.0000601818,10000.0,7500.0,1.0,125.0002507575,828.214739324547
928,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,40.000080242399996,10000.0,7500.0,1.0,125.0002507575,611.9525692573167
928,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3000.0,50.000100303,10000.0,7500.0,1.0,125.0002507575,339.1960523949486
928,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,30.0000601818,10000.0,4500.0,1.0,125.0002507575,2041.3945733657968
928,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,40.000080242399996,10000.0,4500.0,1.0,125.0002507575,2228.7208651478786
928,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,50.000100303,10000.0,4500.0,1.0,125.0002507575,2380.019796736401
928,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,30.0000601818,10000.0,6000.0,1.0,125.0002507575,725.9047626647944
928,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,40.000080242399996,10000.0,6000.0,1.0,125.0002507575,963.4789770917869
928,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,50.000100303,10000.0,6000.0,1.0,125.0002507575,1212.0011588539937
928,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,30.0000601818,10000.0,7500.0,1.0,125.0002507575,804.2314644750338
928,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,40.000080242399996,10000.0,7500.0,1.0,125.0002507575,586.781231299411
928,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3000.0,50.000100303,10000.0,7500.0,1.0,125.0002507575,315.6684333925887
1160,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,30.0000601818,10000.0,4500.0,1.0,100.000200606,2340.6947209271534
1160,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,40.000080242399996,10000.0,4500.0,1.0,100.000200606,2640.0276895653715
1160,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,50.000100303,10000.0,4500.0,1.0,100.000200606,2865.0832500888296
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,30.0000601818,10000.0,6000.0,1.0,100.000200606,1066.2061216938948
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,40.000080242399996,10000.0,6000.0,1.0,100.000200606,1469.5670983770428
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,50.000100303,10000.0,6000.0,1.0,100.000200606,1806.9690579386574
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,30.0000601818,10000.0,7500.0,1.0,100.000200606,532.7916556824075
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,40.000080242399996,10000.0,7500.0,1.0,100.000200606,145.492744885538
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,50.000100303,10000.0,7500.0,1.0,100.000200606,181.85652762509932
1160,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,30.0000601818,10000.0,4500.0,1.0,100.000200606,2396.274035699605
1160,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,40.000080242399996,10000.0,4500.0,1.0,100.000200606,2683.010714438313
1160,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,50.000100303,10000.0,4500.0,1.0,100.000200606,2900.7081588777273
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,30.0000601818,10000.0,6000.0,1.0,100.000200606,1120.361925160169
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,40.000080242399996,10000.0,6000.0,1.0,100.000200606,1509.8206288508438
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,50.000100303,10000.0,6000.0,1.0,100.000200606,1820.470940059343
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,30.0000601818,10000.0,7500.0,1.0,100.000200606,478.5183084338856
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,40.000080242399996,10000.0,7500.0,1.0,100.000200606,105.23306019832847
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,50.000100303,10000.0,7500.0,1.0,100.000200606,212.73276251723723
1160,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,30.0000601818,10000.0,4500.0,1.0,100.000200606,2416.9647379548596
1160,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,40.000080242399996,10000.0,4500.0,1.0,100.000200606,2702.2011717390565
1160,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,50.000100303,10000.0,4500.0,1.0,100.000200606,2913.9766591484645
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,30.0000601818,10000.0,6000.0,1.0,100.000200606,1142.5010558050851
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,40.000080242399996,10000.0,6000.0,1.0,100.000200606,1531.7314469055545
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,50.000100303,10000.0,6000.0,1.0,100.000200606,1837.9777594731552
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,30.0000601818,10000.0,7500.0,1.0,100.000200606,456.5527502516165
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,40.000080242399996,10000.0,7500.0,1.0,100.000200606,83.42861333679855
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,50.000100303,10000.0,7500.0,1.0,100.000200606,230.81646156511394
1031,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,30.0000601818,10000.0,4500.0,1.0,112.50022568175,2231.002796402725
1031,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,40.000080242399996,10000.0,4500.0,1.0,112.50022568175,2478.7558755364707
1031,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,50.000100303,10000.0,4500.0,1.0,112.50022568175,2714.6188885913366
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,30.0000601818,10000.0,6000.0,1.0,112.50022568175,934.4254233736578
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,40.000080242399996,10000.0,6000.0,1.0,112.50022568175,1279.1832747513595
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,50.000100303,10000.0,6000.0,1.0,112.50022568175,1611.9508696809507
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,30.0000601818,10000.0,7500.0,1.0,112.50022568175,667.7204188961604
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,40.000080242399996,10000.0,7500.0,1.0,112.50022568175,347.91440445286725
1031,collision,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,50.000100303,10000.0,7500.0,1.0,112.50022568175,27.088906366945597
1031,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,30.0000601818,10000.0,4500.0,1.0,112.50022568175,2295.05630687137
1031,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,40.000080242399996,10000.0,4500.0,1.0,112.50022568175,2536.1524043189006
1031,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,50.000100303,10000.0,4500.0,1.0,112.50022568175,2753.151944540988
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,30.0000601818,10000.0,6000.0,1.0,112.50022568175,997.3379156400293
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,40.000080242399996,10000.0,6000.0,1.0,112.50022568175,1334.3591327511658
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,50.000100303,10000.0,6000.0,1.0,112.50022568175,1646.9510316421395
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,30.0000601818,10000.0,7500.0,1.0,112.50022568175,604.5787544982832
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,40.000080242399996,10000.0,7500.0,1.0,112.50022568175,292.5685289482493
1031,collision,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,50.000100303,10000.0,7500.0,1.0,112.50022568175,9.325571185171839
1031,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,30.0000601818,10000.0,4500.0,1.0,112.50022568175,2317.4232500988683
1031,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,40.000080242399996,10000.0,4500.0,1.0,112.50022568175,2558.260561735182
1031,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,50.000100303,10000.0,4500.0,1.0,112.50022568175,2771.202126040052
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,30.0000601818,10000.0,6000.0,1.0,112.50022568175,1020.8380563394979
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,40.000080242399996,10000.0,6000.0,1.0,112.50022568175,1358.6755414240001
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,50.000100303,10000.0,6000.0,1.0,112.50022568175,1668.5338510223469
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,30.0000601818,10000.0,7500.0,1.0,112.50022568175,581.2862998687089
1031,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,40.000080242399996,10000.0,7500.0,1.0,112.50022568175,268.4905431795455
1031,collision,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,50.000100303,10000.0,7500.0,1.0,112.50022568175,29.823635133228766
928,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,30.0000601818,10000.0,4500.0,1.0,125.0002507575,2161.412611157858
928,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,40.000080242399996,10000.0,4500.0,1.0,125.0002507575,2382.033704603143
928,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,50.000100303,10000.0,4500.0,1.0,125.0002507575,2616.8650268928154
928,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,30.0000601818,10000.0,6000.0,1.0,125.0002507575,842.6600912675443
928,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,40.000080242399996,10000.0,6000.0,1.0,125.0002507575,1120.5782674312068
928,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,50.000100303,10000.0,6000.0,1.0,125.0002507575,1444.7537774773978
928,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,30.0000601818,10000.0,7500.0,1.0,125.0002507575,755.7563832654246
928,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,40.000080242399996,10000.0,7500.0,1.0,125.0002507575,475.3225292340715
928,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,3700.0,50.000100303,10000.0,7500.0,1.0,125.0002507575,168.6197060980166
928,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,30.0000601818,10000.0,4500.0,1.0,125.0002507575,2232.173826482692
928,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,40.000080242399996,10000.0,4500.0,1.0,125.0002507575,2450.9450855260106
928,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,50.000100303,10000.0,4500.0,1.0,125.0002507575,2672.3037478848155
928,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,30.0000601818,10000.0,6000.0,1.0,125.0002507575,912.5272111988693
928,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,40.000080242399996,10000.0,6000.0,1.0,125.0002507575,1187.8885555698
928,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,50.000100303,10000.0,6000.0,1.0,125.0002507575,1497.513372301773
928,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,30.0000601818,10000.0,7500.0,1.0,125.0002507575,685.6765052778122
928,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,40.000080242399996,10000.0,7500.0,1.0,125.0002507575,407.845472527253
928,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,3700.0,50.000100303,10000.0,7500.0,1.0,125.0002507575,116.197831456952
928,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,30.0000601818,10000.0,4500.0,1.0,125.0002507575,2256.022613606073
928,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,40.000080242399996,10000.0,4500.0,1.0,125.0002507575,2475.6919483165616
928,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,50.000100303,10000.0,4500.0,1.0,125.0002507575,2694.5940500700817
928,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,30.0000601818,10000.0,6000.0,1.0,125.0002507575,937.2450909991462
928,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,40.000080242399996,10000.0,6000.0,1.0,125.0002507575,1214.2352230800889
928,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,50.000100303,10000.0,6000.0,1.0,125.0002507575,1522.488491893916
928,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,30.0000601818,10000.0,7500.0,1.0,125.0002507575,661.1907339279454
928,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,40.000080242399996,10000.0,7500.0,1.0,125.0002507575,381.66324964515496
928,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,3700.0,50.000100303,10000.0,7500.0,1.0,125.0002507575,90.87474025278581
1160,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,4400.0,30.0000601818,10000.0,4500.0,1.0,100.000200606,2582.6013388605975
1160,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,4400.0,40.000080242399996,10000.0,4500.0,1.0,100.000200606,2904.754651362312
1160,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,4400.0,50.000100303,10000.0,4500.0,1.0,100.000200606,3240.4302071732786
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,4400.0,30.0000601818,10000.0,6000.0,1.0,100.000200606,1266.8170589505269
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,4400.0,40.000080242399996,10000.0,6000.0,1.0,100.000200606,1691.797441455318
1160,none,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,4400.0,50.000100303,10000.0,6000.0,1.0,100.000200606,2075.8848915556805
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,4400.0,30.0000601818,10000.0,7500.0,1.0,100.000200606,290.9476534007567
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,4400.0,40.000080242399996,10000.0,7500.0,1.0,100.000200606,119.51431607968414
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,6.000000000000001,4400.0,50.000100303,10000.0,7500.0,1.0,100.000200606,557.203440698461
1160,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,4400.0,30.0000601818,10000.0,4500.0,1.0,100.000200606,2636.9866274669967
1160,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,4400.0,40.000080242399996,10000.0,4500.0,1.0,100.000200606,2946.1229457425607
1160,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,4400.0,50.000100303,10000.0,4500.0,1.0,100.000200606,3255.648368235694
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,4400.0,30.0000601818,10000.0,6000.0,1.0,100.000200606,1319.9742171015614
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,4400.0,40.000080242399996,10000.0,6000.0,1.0,100.000200606,1730.7020434012538
1160,none,overtaking,17000.0,0.0,1.5707963267948966,13.0,4400.0,50.000100303,10000.0,6000.0,1.0,100.000200606,2087.500697377562
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,4400.0,30.0000601818,10000.0,7500.0,1.0,100.000200606,237.7770049883103
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,4400.0,40.000080242399996,10000.0,7500.0,1.0,100.000200606,158.10263744791152
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,13.0,4400.0,50.000100303,10000.0,7500.0,1.0,100.000200606,567.6907173529645
1160,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,4400.0,30.0000601818,10000.0,4500.0,1.0,100.000200606,2658.876271498689
1160,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,4400.0,40.000080242399996,10000.0,4500.0,1.0,100.000200606,2966.9308483086675
1160,none,overtaking,17000.0,0.0,1.5707963267948966,20.0,4400.0,50.000100303,10000.0,4500.0,1.0,100.000200606,3271.4507325598424
1160,violation,overtaking,17000.0,0.0,1.5707963267948966,20.0,4400.0,30.0000601818,10000.0,6000.0,1.0,100.000200606,1343.0932111916725
